audiofile	scorefile	metadatafile	audiombid	workmbid	symbtrname	tonicfile	tonicfreq
audio/2-14_Sedd-i_Araban_Pesrev/2-14_Sedd-i_Araban_Pesrev.mp3	score/sedaraban--pesrev--fahte----tanburi_cemil_bey.txt	audio/2-14_Sedd-i_Araban_Pesrev/metadata.json	93304853-09e2-4c28-9c46-c6676c47a53e	83291c8a-4ef1-4ffc-8b50-3fc03890f5a4	sedaraban--pesrev--fahte----tanburi_cemil_bey	audio/2-14_Sedd-i_Araban_Pesrev/tonic.json	239.0
audio/2-13_Pesendide_Saz_Semaisi/2-13_Pesendide_Saz_Semaisi.mp3	score/pesendide--sazsemaisi--aksaksemai----iii_selim.txt	audio/2-13_Pesendide_Saz_Semaisi/metadata.json	e52b9774-84e5-4d52-963b-535b24bc6963	d1086c07-fb1f-4eb2-9585-9f22ea850f12	pesendide--sazsemaisi--aksaksemai----iii_selim	audio/2-13_Pesendide_Saz_Semaisi/tonic.json	146.4
audio/2-12_Nihaven_Pesrev_(1._Hane_-_Teslim)/2-12_Nihaven_Pesrev_(1._Hane_-_Teslim).mp3	score/nihavent--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/2-12_Nihaven_Pesrev_(1._Hane_-_Teslim)/metadata.json	cacb6db3-80cb-4389-a8a7-b566231d76c1	1d7aa01a-8bf2-43e1-b972-714699db563d	nihavent--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/2-12_Nihaven_Pesrev_(1._Hane_-_Teslim)/tonic.json	221.9
audio/2-10_muhayyer_kurdi_pesrev__asdik_aga_/2-10_muhayyer_kurdi_pesrev__asdik_aga_.mp3	score/muhayyerkurdi--pesrev--devrikebir----asdik_aga.txt	audio/2-10_muhayyer_kurdi_pesrev__asdik_aga_/metadata.json	11f17e9b-fe7b-4d7f-ad75-da1545b97e05	35de9f7a-fbdf-4f59-80f5-82aee2ab7d78	muhayyerkurdi--pesrev--devrikebir----asdik_aga	audio/2-10_muhayyer_kurdi_pesrev__asdik_aga_/tonic.json	164.6
audio/2-10_Ferahfeza_Pesrevi/2-10_Ferahfeza_Pesrevi.mp3	score/ferahfeza--pesrev--devrikebir----dede_efendi.txt	audio/2-10_Ferahfeza_Pesrevi/metadata.json	b2a65637-026f-421a-9e41-99ad3a2388e2	b35f8221-5992-4585-9cb3-f153beaa4e62	ferahfeza--pesrev--devrikebir----dede_efendi	audio/2-10_Ferahfeza_Pesrevi/tonic.json	97.9
audio/2-09_Neveser_Pesrev/2-09_Neveser_Pesrev.mp3	score/neveser--pesrev--hafif--cankurtaran--neyzen_yusuf_pasa.txt	audio/2-09_Neveser_Pesrev/metadata.json	787e326d-fb9f-4c5f-98cf-10cb9613cda2	f1fd86a8-f3ff-4daf-83c2-2e0b7d9b269f	neveser--pesrev--hafif--cankurtaran--neyzen_yusuf_pasa	audio/2-09_Neveser_Pesrev/tonic.json	201.0
audio/2-09_Agiz_Armonikasi_Refakatinde_Tanbur/2-09_Agiz_Armonikasi_Refakatinde_Tanbur.mp3	score/nihavent--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/2-09_Agiz_Armonikasi_Refakatinde_Tanbur/metadata.json	d622b79a-a6f8-40f9-b002-3b68890e4e25	1d7aa01a-8bf2-43e1-b972-714699db563d	nihavent--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/2-09_Agiz_Armonikasi_Refakatinde_Tanbur/tonic.json	174.0
audio/2-08_muhayyer_saz_semaisi__tanburi_cemil_bey_/2-08_muhayyer_saz_semaisi__tanburi_cemil_bey_.mp3	score/muhayyer--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/2-08_muhayyer_saz_semaisi__tanburi_cemil_bey_/metadata.json	28208614-7bf0-4df5-8f34-14e6ec37cbf9	ac003195-9ea0-4d8e-8420-2d6c269e98f6	muhayyer--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/2-08_muhayyer_saz_semaisi__tanburi_cemil_bey_/tonic.json	164.6
audio/2-08_Nihavend_Saz_Semai/2-08_Nihavend_Saz_Semai.mp3	score/nihavent--sazsemaisi--senginsemai----erzurumlu_hasib_dede.txt	audio/2-08_Nihavend_Saz_Semai/metadata.json	00ab81ec-07f8-47ba-9610-47ad56393eb9	8ff4d355-dd46-4074-b266-aeacabaf875a	nihavent--sazsemaisi--senginsemai----erzurumlu_hasib_dede	audio/2-08_Nihavend_Saz_Semai/tonic.json	145.8
audio/2-08_Neva_Sazsemaisi/2-08_Neva_Sazsemaisi.mp3	score/neva--sazsemaisi--aksaksemai----yusuf_ziya_pasa.txt	audio/2-08_Neva_Sazsemaisi/metadata.json	2e87a363-838e-4565-bf2a-ae45ffb691ff	014f1baa-8650-4e9a-85d2-d388ff856e86	neva--sazsemaisi--aksaksemai----yusuf_ziya_pasa	audio/2-08_Neva_Sazsemaisi/tonic.json	247.3
audio/2-07_Kurdilihicazkar_Pesrev_ASDF/2-07_Kurdilihicazkar_Pesrev.mp3	score/kurdilihicazkar--pesrev--muhammes----tanburi_cemil_bey.txt	audio/2-07_Kurdilihicazkar_Pesrev_ASDF/metadata.json	86eddebc-b9b8-4069-aac8-b6d789c6f1c9	d689c032-ab60-4162-b872-b56cf3b24db6	kurdilihicazkar--pesrev--muhammes----tanburi_cemil_bey	audio/2-07_Kurdilihicazkar_Pesrev_ASDF/tonic.json	293.6
audio/2-07_Hicazkar_Pesrev/2-07_Hicazkar_Pesrev.mp3	score/hicazkar--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/2-07_Hicazkar_Pesrev/metadata.json	d1c8afd7-cfa4-4158-8404-7ffa01341397	a2359815-ad37-4b87-b1c3-f58f738ab73a	hicazkar--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/2-07_Hicazkar_Pesrev/tonic.json	316.6
audio/2-06_Pesendide_Saz_Semai/2-06_Pesendide_Saz_Semai.mp3	score/pesendide--sazsemaisi--aksaksemai----iii_selim.txt	audio/2-06_Pesendide_Saz_Semai/metadata.json	78983626-da60-4221-a791-699013485e28	d1086c07-fb1f-4eb2-9585-9f22ea850f12	pesendide--sazsemaisi--aksaksemai----iii_selim	audio/2-06_Pesendide_Saz_Semai/tonic.json	294.1
audio/2-06_Hicaz_Pesrev/2-06_Hicaz_Pesrev.mp3	score/hicaz--pesrev--fahte----neyzen_salim_bey.txt	audio/2-06_Hicaz_Pesrev/metadata.json	4584d4e4-62dd-4ac0-aa8c-bbfaec5cfdec	995e922d-ef6a-456a-b1e0-23250330d188	hicaz--pesrev--fahte----neyzen_salim_bey	audio/2-06_Hicaz_Pesrev/tonic.json	303.0
audio/2-06_Ferafeza_Sazsemaisi/2-06_Ferafeza_Sazsemaisi.mp3	score/ferahfeza--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/2-06_Ferafeza_Sazsemaisi/metadata.json	7f300dcd-ac6f-4bfd-8872-cede0b1ac941	8512dbe6-fe9e-4095-810a-fe9db639d788	ferahfeza--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/2-06_Ferafeza_Sazsemaisi/tonic.json	125.8
audio/2-06_Beyati_Pesrev/2-06_Beyati_Pesrev.mp3	score/beyati--pesrev--hafif----seyfettin_osmanoglu.txt	audio/2-06_Beyati_Pesrev/metadata.json	11e0e9e9-bc02-4db7-b762-53f6cbe15c23	831d4801-0562-491f-922b-f6f987d19b3d	beyati--pesrev--hafif----seyfettin_osmanoglu	audio/2-06_Beyati_Pesrev/tonic.json	360.5
audio/2-05_Rast_Pesrev/2-05_Rast_Pesrev.mp3	score/rast--pesrev--devrikebir----giriftzen_asim_bey.txt	audio/2-05_Rast_Pesrev/metadata.json	151a16ea-69c8-45af-b2e3-d7bb03e8108f	5acbd63f-63fa-4070-a2a2-79e2940de768	rast--pesrev--devrikebir----giriftzen_asim_bey	audio/2-05_Rast_Pesrev/tonic.json	293.0
audio/2-04_Mahur_Saz_Semaisi/2-04_Mahur_Saz_Semaisi.mp3	score/mahur--sazsemaisi--aksaksemai----gazi_giray_han.txt	audio/2-04_Mahur_Saz_Semaisi/metadata.json	eec9a2dd-80f6-4ef8-9157-ebcd61814320	12f98c6c-7547-4661-9e79-8bc4264eb3e4	mahur--sazsemaisi--aksaksemai----gazi_giray_han	audio/2-04_Mahur_Saz_Semaisi/tonic.json	262.8
audio/2-04_Kurdilihicazkar_Saz_Semai/2-04_Kurdilihicazkar_Saz_Semai.mp3	score/kurdilihicazkar--sazsemaisi--aksaksemai----tatyos_efendi.txt	audio/2-04_Kurdilihicazkar_Saz_Semai/metadata.json	137771bc-2401-4cd3-b1b3-3b86977fd354	eadeb598-7511-4a35-81f4-965e212f1980	kurdilihicazkar--sazsemaisi--aksaksemai----tatyos_efendi	audio/2-04_Kurdilihicazkar_Saz_Semai/tonic.json	146.0
audio/2-04_Hicazkar_Pesrev/2-04_Hicazkar_Pesrev.mp3	score/hicazkar--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/2-04_Hicazkar_Pesrev/metadata.json	662ce606-ab89-4dbe-a0db-ec40eef6e6f3	a2359815-ad37-4b87-b1c3-f58f738ab73a	hicazkar--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/2-04_Hicazkar_Pesrev/tonic.json	324.9
audio/2-03_Ussak_Sazsemaisi/2-03_Ussak_Sazsemaisi.mp3	score/ussak--sazsemaisi--aksaksemai----neyzen_aziz_dede.txt	audio/2-03_Ussak_Sazsemaisi/metadata.json	f970f1e0-0be9-4914-8302-709a0eac088e	e7924b0d-c8a0-4b4a-b253-8eec898eac1e	ussak--sazsemaisi--aksaksemai----neyzen_aziz_dede	audio/2-03_Ussak_Sazsemaisi/tonic.json	391.2
audio/2-03_Mahur_Pesrevi/2-03_Mahur_Pesrevi.mp3	score/mahur--pesrev--duyek----gazi_giray_han.txt	audio/2-03_Mahur_Pesrevi/metadata.json	812828e6-3cb6-49c5-93fe-bf649c3096ae	3601efbc-b05b-4f54-ba07-584a842de72e	mahur--pesrev--duyek----gazi_giray_han	audio/2-03_Mahur_Pesrevi/tonic.json	262.0
audio/2-03_Hicaz_Pesrev/2-03_Hicaz_Pesrev.mp3	score/hicaz-humayun--pesrev--cenber----veli_dede.txt	audio/2-03_Hicaz_Pesrev/metadata.json	a9021077-8d17-4319-b34c-b475c7a6c3fa	ef388aef-3948-4ad5-a759-729f2686ade4	hicaz-humayun--pesrev--cenber----veli_dede	audio/2-03_Hicaz_Pesrev/tonic.json	221.0
audio/2-03_Devri_Kebir/2-03_Devri_Kebir.mp3	score/huzzam--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/2-03_Devri_Kebir/metadata.json	a7b5d6a9-e90b-44f9-9b70-9465bb8c9795	1ef86e00-6fee-45fd-bd5c-4b22853710f8	huzzam--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/2-03_Devri_Kebir/tonic.json	276.8
audio/2-02_Sedaraban_Pesrev_4FVT/2-02_Sedaraban_Pesrev.mp3	score/sedaraban--pesrev--fahte----tanburi_cemil_bey.txt	audio/2-02_Sedaraban_Pesrev_4FVT/metadata.json	7b89c84d-5113-4f7d-a520-b9f84e905680	83291c8a-4ef1-4ffc-8b50-3fc03890f5a4	sedaraban--pesrev--fahte----tanburi_cemil_bey	audio/2-02_Sedaraban_Pesrev_4FVT/tonic.json	200.0
audio/2-02_Sedaraban_Pesrev/2-02_Sedaraban_Pesrev.mp3	score/sedaraban--pesrev--fahte----tanburi_cemil_bey.txt	audio/2-02_Sedaraban_Pesrev/metadata.json	d577f350-4f54-4739-a581-fba2a0792679	83291c8a-4ef1-4ffc-8b50-3fc03890f5a4	sedaraban--pesrev--fahte----tanburi_cemil_bey	audio/2-02_Sedaraban_Pesrev/tonic.json	220.9
audio/2-02_Mahur_Saz_Semaisi/2-02_Mahur_Saz_Semaisi.mp3	score/mahur--sazsemaisi--aksaksemai----gazi_giray_han.txt	audio/2-02_Mahur_Saz_Semaisi/metadata.json	54018171-662d-4aba-b9ca-0b3e56ade62e	12f98c6c-7547-4661-9e79-8bc4264eb3e4	mahur--sazsemaisi--aksaksemai----gazi_giray_han	audio/2-02_Mahur_Saz_Semaisi/tonic.json	110.0
audio/2-02_Isfahan_Pesrev/2-02_Isfahan_Pesrev.mp3	score/isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/2-02_Isfahan_Pesrev/metadata.json	ed189797-5c50-4fde-abfa-cb1c8a2a2571	128bbaa3-e7f2-417e-924e-0eac99880556	isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/2-02_Isfahan_Pesrev/tonic--isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey.json	169.0
audio/2-02_Isfahan_Pesrev/2-02_Isfahan_Pesrev.mp3	score/isfahan--pesrev--devrikebir----tanburi_cemil_bey.txt	audio/2-02_Isfahan_Pesrev/metadata.json	ed189797-5c50-4fde-abfa-cb1c8a2a2571	820b3011-67ba-4dbd-b249-2fd3008ac032	isfahan--pesrev--devrikebir----tanburi_cemil_bey	audio/2-02_Isfahan_Pesrev/tonic--isfahan--pesrev--devrikebir----tanburi_cemil_bey.json	175.0,185.0
audio/2-01_Sehnaz_Pesrev/2-01_Sehnaz_Pesrev.mp3	score/sehnaz--pesrev--zencir----kemani_ali_aga.txt	audio/2-01_Sehnaz_Pesrev/metadata.json	a7069ec6-bdd1-464c-8ff6-c16da0c2fe2b	d1bb61c1-a779-4515-81f6-cda83473374a	sehnaz--pesrev--zencir----kemani_ali_aga	audio/2-01_Sehnaz_Pesrev/tonic.json	195.0
audio/2-01_Segah_Pesrev/2-01_Segah_Pesrev.mp3	score/segah--pesrev--devrikebir----neyzen_yusuf_pasa.txt	audio/2-01_Segah_Pesrev/metadata.json	78fe0c45-0d5e-4ba5-a340-d9985f63f23a	97ffb9f6-7eca-4dc3-bc45-4d6c14e0fb2d	segah--pesrev--devrikebir----neyzen_yusuf_pasa	audio/2-01_Segah_Pesrev/tonic.json	195.0
audio/2-01_Sedaraban_Pesrev/2-01_Sedaraban_Pesrev.mp3	score/sedaraban--pesrev--fahte----tanburi_cemil_bey.txt	audio/2-01_Sedaraban_Pesrev/metadata.json	5ba945f0-6c34-4807-9411-9a81b9864eb9	83291c8a-4ef1-4ffc-8b50-3fc03890f5a4	sedaraban--pesrev--fahte----tanburi_cemil_bey	audio/2-01_Sedaraban_Pesrev/tonic.json	288.0
audio/2-01_Pesrev/2-01_Pesrev.mp3	score/huzzam--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/2-01_Pesrev/metadata.json	93f4b48f-d708-4a48-8f94-9417fb0617d5	1ef86e00-6fee-45fd-bd5c-4b22853710f8	huzzam--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/2-01_Pesrev/tonic.json	184.0
audio/2-01_Kurdi_Pesrev/2-01_Kurdi_Pesrev.mp3	score/kurdi--pesrev--devrikebir----sehzade_korkut.txt	audio/2-01_Kurdi_Pesrev/metadata.json	12330a05-193b-4c82-889f-e4251f8033ba	a850baea-d661-404d-8715-f4b37e5d49fd	kurdi--pesrev--devrikebir----sehzade_korkut	audio/2-01_Kurdi_Pesrev/tonic.json	165.3
audio/2-01_Beyati_Pesrevi/2-01_Beyati_Pesrevi.mp3	score/beyati--pesrev--darbifetih----tanburi_isak.txt	audio/2-01_Beyati_Pesrevi/metadata.json	02ad436a-7987-4881-bdd7-ac49e1a65584	f262511a-6aef-4c52-a59d-f4b1085b536a	beyati--pesrev--darbifetih----tanburi_isak	audio/2-01_Beyati_Pesrevi/tonic.json	147.0
audio/1_beyati_pesrev/1_beyati_pesrev.mp3	score/beyati--pesrev--hafif----seyfettin_osmanoglu.txt	audio/1_beyati_pesrev/metadata.json	08958b87-43f4-4bf3-a6ed-89cf27cf3986	831d4801-0562-491f-922b-f6f987d19b3d	beyati--pesrev--hafif----seyfettin_osmanoglu	audio/1_beyati_pesrev/tonic.json	249.5
audio/19_Sedaraban_Sazsemaisi/19_Sedaraban_Sazsemaisi.mp3	score/sedaraban--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/19_Sedaraban_Sazsemaisi/metadata.json	efae832f-1b2c-4e3f-b7e6-62e08353b9b4	1eb2ca1e-249b-424c-9ff5-0e1561590257	sedaraban--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/19_Sedaraban_Sazsemaisi/tonic.json	225.0
audio/18_Mahur_Sazsemaisi_S9I6/18_Mahur_Sazsemaisi_S9I6.mp3	score/mahur--sazsemaisi--aksaksemai----refik_talat_alpman.txt	audio/18_Mahur_Sazsemaisi_S9I6/metadata.json	b0ff86ee-25ca-415e-b377-84038efe43a9	2c4de85d-ff94-4f5b-a2d7-7f8f503c5e43	mahur--sazsemaisi--aksaksemai----refik_talat_alpman	audio/18_Mahur_Sazsemaisi_S9I6/tonic.json	222.8
audio/18_Mahur_Sazsemaisi/18_Mahur_Sazsemaisi.mp3	score/mahur--sazsemaisi--aksaksemai----refik_talat_alpman.txt	audio/18_Mahur_Sazsemaisi/metadata.json	06aa9086-416d-4fe0-98c2-c784c27ef633	2c4de85d-ff94-4f5b-a2d7-7f8f503c5e43	mahur--sazsemaisi--aksaksemai----refik_talat_alpman	audio/18_Mahur_Sazsemaisi/tonic.json	304.0
audio/17_Suzidil_Pesrev/17_Suzidil_Pesrev.mp3	score/suzidil--pesrev--devrikebir----tanburi_ali_efendi.txt	audio/17_Suzidil_Pesrev/metadata.json	f3631f34-0e07-4d75-a93e-bfc0d4769816	40300628-d472-4232-81ce-df599f4fbacc	suzidil--pesrev--devrikebir----tanburi_ali_efendi	audio/17_Suzidil_Pesrev/tonic.json	248.0
audio/17_Pesrev/17_Pesrev.mp3	score/nihavent--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/17_Pesrev/metadata.json	c23fcd78-19e7-4e63-9553-844866e65719	1d7aa01a-8bf2-43e1-b972-714699db563d	nihavent--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/17_Pesrev/tonic.json	222.0
audio/17_Huzzam_Saz_Semaisi/17_Huzzam_Saz_Semaisi.mp3	score/huzzam--sazsemaisi--aksaksemai----udi_nevres_bey.txt	audio/17_Huzzam_Saz_Semaisi/metadata.json	14e268f3-118f-41f8-b736-d2982570740a	10cddd5e-6bd8-4c69-8561-0d0541f46f34	huzzam--sazsemaisi--aksaksemai----udi_nevres_bey	audio/17_Huzzam_Saz_Semaisi/tonic.json	275.6
audio/17_Hicaz_Saz_Semaisi/17_Hicaz_Saz_Semaisi.mp3	score/hicaz--sazsemaisi--aksaksemai----refik_talat_alpman.txt	audio/17_Hicaz_Saz_Semaisi/metadata.json	9ce50b58-7621-44cf-a467-90bea732ba34	8caa157b-0163-4de7-8625-07e49f262a26	hicaz--sazsemaisi--aksaksemai----refik_talat_alpman	audio/17_Hicaz_Saz_Semaisi/tonic.json	329.0
audio/17_Buselik_Pesrev_(Mansur_Ney)/17_Buselik_Pesrev_(Mansur_Ney).mp3	score/buselik--pesrev--muhammes----nikolaki.txt	audio/17_Buselik_Pesrev_(Mansur_Ney)/metadata.json	2e1ee476-55b7-4c87-ac5a-1f8821cc5791	4eba73f7-6152-4899-8747-1743a525b8ca	buselik--pesrev--muhammes----nikolaki	audio/17_Buselik_Pesrev_(Mansur_Ney)/tonic.json	451.6
audio/17_Acemasiran_Sazsemaisi/17_Acemasiran_Sazsemaisi.mp3	score/acemasiran--sazsemaisi--aksaksemai----misirli_udi_ibrahim_efendi.txt	audio/17_Acemasiran_Sazsemaisi/metadata.json	1578d858-0cec-4bb6-9ec4-95c8381c51bf	baabfe67-5f03-4f6a-8d0d-592e36a2894b	acemasiran--sazsemaisi--aksaksemai----misirli_udi_ibrahim_efendi	audio/17_Acemasiran_Sazsemaisi/tonic.json	260.5
audio/16_Nihavend_Saz_Semaisi/16_Nihavend_Saz_Semaisi.mp3	score/nihavent--sazsemaisi--senginsemai----erzurumlu_hasib_dede.txt	audio/16_Nihavend_Saz_Semaisi/metadata.json	849083e9-d35b-44c1-9b8e-dc633de93f4b	8ff4d355-dd46-4074-b266-aeacabaf875a	nihavent--sazsemaisi--senginsemai----erzurumlu_hasib_dede	audio/16_Nihavend_Saz_Semaisi/tonic.json	294.1
audio/16_Muhayyer_Sazsemaisi/16_Muhayyer_Sazsemaisi.mp3	score/muhayyer--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/16_Muhayyer_Sazsemaisi/metadata.json	4948c836-5485-4a69-8bdc-11fe4559e78f	ac003195-9ea0-4d8e-8420-2d6c269e98f6	muhayyer--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/16_Muhayyer_Sazsemaisi/tonic.json	246.1
audio/16_Buselik_Pesrev_(Kiz_Ney)/16_Buselik_Pesrev_(Kiz_Ney).mp3	score/buselik--pesrev--muhammes----nikolaki.txt	audio/16_Buselik_Pesrev_(Kiz_Ney)/metadata.json	9144275a-ddf7-4516-aa19-915453b2e3df	4eba73f7-6152-4899-8747-1743a525b8ca	buselik--pesrev--muhammes----nikolaki	audio/16_Buselik_Pesrev_(Kiz_Ney)/tonic.json	507.6
audio/15_Ussak_Sazsemaisi/15_Ussak_Sazsemaisi.mp3	score/ussak--sazsemaisi--aksaksemai----dede_salih_efendi.txt	audio/15_Ussak_Sazsemaisi/metadata.json	0e71c8b4-e1e7-446c-a639-eb9b5a3ab8d9	ad9fb46e-eb95-4446-93ad-e3bf13c01a95	ussak--sazsemaisi--aksaksemai----dede_salih_efendi	audio/15_Ussak_Sazsemaisi/tonic.json	246.2
audio/15_Pesrev/15_Pesrev.mp3	score/huzzam--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/15_Pesrev/metadata.json	78506aee-6628-49ba-95d5-fafc61c06d2c	1ef86e00-6fee-45fd-bd5c-4b22853710f8	huzzam--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/15_Pesrev/tonic.json	278.0
audio/15_Muhayyerkurdi_Taksim__Muhayyerkurdi_Pesrev/15_Muhayyerkurdi_Taksim__Muhayyerkurdi_Pesrev.mp3	score/muhayyerkurdi--pesrev--devrikebir----asdik_aga.txt	audio/15_Muhayyerkurdi_Taksim__Muhayyerkurdi_Pesrev/metadata.json	e53fafa0-051e-4b79-adad-52fda8488eb1	35de9f7a-fbdf-4f59-80f5-82aee2ab7d78	muhayyerkurdi--pesrev--devrikebir----asdik_aga	audio/15_Muhayyerkurdi_Taksim__Muhayyerkurdi_Pesrev/tonic.json	146.5
audio/15_Kurdilihicazkar_Pesrev/15_Kurdilihicazkar_Pesrev.mp3	score/kurdilihicazkar--pesrev--agirduyek----vasilaki.txt	audio/15_Kurdilihicazkar_Pesrev/metadata.json	01b485c1-4c1a-4916-b8a5-1ec913da1c45	e3691957-a2bd-4e40-8041-582af3a02b4e	kurdilihicazkar--pesrev--agirduyek----vasilaki	audio/15_Kurdilihicazkar_Pesrev/tonic.json	219.0
audio/15_Hicaz_Sazsemaisi/15_Hicaz_Sazsemaisi.mp3	score/hicaz--sazsemaisi--aksaksemai----refik_talat_alpman.txt	audio/15_Hicaz_Sazsemaisi/metadata.json	033a39aa-9ad7-48ba-a15f-6fb4cd2f5ad8	8caa157b-0163-4de7-8625-07e49f262a26	hicaz--sazsemaisi--aksaksemai----refik_talat_alpman	audio/15_Hicaz_Sazsemaisi/tonic.json	334.9
audio/15_Hicaz_Pesrev/15_Hicaz_Pesrev.mp3	score/hicaz--pesrev--fahte----neyzen_salim_bey.txt	audio/15_Hicaz_Pesrev/metadata.json	6d0e161f-fadf-4ff5-8dfa-226390468ea4	995e922d-ef6a-456a-b1e0-23250330d188	hicaz--pesrev--fahte----neyzen_salim_bey	audio/15_Hicaz_Pesrev/tonic.json	221.9
audio/15_Beyati-araban_Saz_Semai_(Mansur_Ney)/15_Beyati-araban_Saz_Semai_(Mansur_Ney).mp3	score/beyati-araban--sazsemaisi--aksaksemai----rauf_yekta.txt	audio/15_Beyati-araban_Saz_Semai_(Mansur_Ney)/metadata.json	8d6b089f-5e6e-469b-967c-c0bb6dc718a4	1dc8a983-8c66-477e-8c63-22409806f2e1	beyati-araban--sazsemaisi--aksaksemai----rauf_yekta	audio/15_Beyati-araban_Saz_Semai_(Mansur_Ney)/tonic.json	447.7
audio/15_Acemasiran_Saz_Semai/15_Acemasiran_Saz_Semai.mp3	score/acemasiran--sazsemaisi--aksaksemai----misirli_udi_ibrahim_efendi.txt	audio/15_Acemasiran_Saz_Semai/metadata.json	6c8c8406-9b5c-412a-b52f-45a5d5749d1e	baabfe67-5f03-4f6a-8d0d-592e36a2894b	acemasiran--sazsemaisi--aksaksemai----misirli_udi_ibrahim_efendi	audio/15_Acemasiran_Saz_Semai/tonic.json	232.7
audio/151_Acem_Asiran_Pesrev__Kiz_Ney_/151_Acem_Asiran_Pesrev__Kiz_Ney_.mp3	score/acemasiran--pesrev--devrikebir----dede_salih_efendi.txt	audio/151_Acem_Asiran_Pesrev__Kiz_Ney_/metadata.json	bbe3c943-332a-4ddb-96d0-986e7bd350ef	01412a5d-1858-43b3-b5b0-78f383675e9b	acemasiran--pesrev--devrikebir----dede_salih_efendi	audio/151_Acem_Asiran_Pesrev__Kiz_Ney_/tonic.json	389.2
audio/14_Sultaniyegah_Sazsemaisi/14_Sultaniyegah_Sazsemaisi.mp3	score/sultaniyegah--sazsemaisi--aksaksemai----kanuni_haci_arif_bey.txt	audio/14_Sultaniyegah_Sazsemaisi/metadata.json	2456f783-f021-4dbc-a7bb-e05b34dd8540	2e898944-fdac-44c4-a523-47ef94767d45	sultaniyegah--sazsemaisi--aksaksemai----kanuni_haci_arif_bey	audio/14_Sultaniyegah_Sazsemaisi/tonic.json	441.9
audio/14_Pesrev/14_Pesrev.mp3	score/segah--pesrev--devrikebir----neyzen_yusuf_pasa.txt	audio/14_Pesrev/metadata.json	dedd994f-3087-4857-b929-fccd574754e1	97ffb9f6-7eca-4dc3-bc45-4d6c14e0fb2d	segah--pesrev--devrikebir----neyzen_yusuf_pasa	audio/14_Pesrev/tonic.json	279.0
audio/148_Sedd-i_Araban_Pesrev__Kiz_Ney_/148_Sedd-i_Araban_Pesrev__Kiz_Ney_.mp3	score/sedaraban--pesrev--fahte----tanburi_cemil_bey.txt	audio/148_Sedd-i_Araban_Pesrev__Kiz_Ney_/metadata.json	e97d55c1-1516-4a6d-b59f-4a3a8eec7734	83291c8a-4ef1-4ffc-8b50-3fc03890f5a4	sedaraban--pesrev--fahte----tanburi_cemil_bey	audio/148_Sedd-i_Araban_Pesrev__Kiz_Ney_/tonic.json	328.7
audio/146_Ussak_Saz_Semai_(Mansur_Ney)/146_Ussak_Saz_Semai_(Mansur_Ney).mp3	score/ussak--sazsemaisi--aksaksemai----dede_salih_efendi.txt	audio/146_Ussak_Saz_Semai_(Mansur_Ney)/metadata.json	a32e3aa7-d685-44a0-889a-a533da6ee840	ad9fb46e-eb95-4446-93ad-e3bf13c01a95	ussak--sazsemaisi--aksaksemai----dede_salih_efendi	audio/146_Ussak_Saz_Semai_(Mansur_Ney)/tonic.json	442.0
audio/145_Ussak_Saz_Semai_(Kiz_Ney)/145_Ussak_Saz_Semai_(Kiz_Ney).mp3	score/ussak--sazsemaisi--aksaksemai----dede_salih_efendi.txt	audio/145_Ussak_Saz_Semai_(Kiz_Ney)/metadata.json	3a04bd08-78cf-4199-a7dd-6a23d2e1a400	ad9fb46e-eb95-4446-93ad-e3bf13c01a95	ussak--sazsemaisi--aksaksemai----dede_salih_efendi	audio/145_Ussak_Saz_Semai_(Kiz_Ney)/tonic.json	496.0
